,smoking_status
8363,Smoker
8364,Non-Smoker
8365,Non-Smoker
8366,Non-Smoker
8367,Non-Smoker
8368,Non-Smoker
8369,Smoker
8370,Non-Smoker
8371,Non-Smoker
8372,Non-Smoker
8373,Non-Smoker
8374,Non-Smoker
8375,Non-Smoker
8376,Non-Smoker
8377,Non-Smoker
8378,Non-Smoker
8379,Non-Smoker
8380,Non-Smoker
8381,Non-Smoker
8382,Non-Smoker
8383,Non-Smoker
8384,Non-Smoker
8385,Non-Smoker
8386,Non-Smoker
8387,Smoker
8388,Non-Smoker
8389,Non-Smoker
8390,Non-Smoker
8391,Non-Smoker
8392,Non-Smoker
8393,Smoker
8394,Non-Smoker
8395,Non-Smoker
8396,Non-Smoker
8397,Non-Smoker
8398,Non-Smoker
8399,Non-Smoker
8400,Non-Smoker
8401,Non-Smoker
8402,Non-Smoker
8403,Non-Smoker
8404,Non-Smoker
8405,Non-Smoker
8406,Smoker
8407,Non-Smoker
8408,Non-Smoker
8409,Non-Smoker
8410,Non-Smoker
8411,Non-Smoker
8412,Non-Smoker
8413,Non-Smoker
8414,Non-Smoker
8415,Non-Smoker
8416,Non-Smoker
8417,Non-Smoker
8418,Non-Smoker
8419,Smoker
8420,Non-Smoker
8421,Non-Smoker
8422,Smoker
8423,Non-Smoker
8424,Non-Smoker
8425,Non-Smoker
8426,Non-Smoker
8427,Non-Smoker
8428,Non-Smoker
8429,Non-Smoker
8430,Non-Smoker
8431,Non-Smoker
8432,Non-Smoker
8433,Non-Smoker
8434,Non-Smoker
8435,Non-Smoker
8436,Non-Smoker
8437,Non-Smoker
8438,Non-Smoker
8439,Non-Smoker
8440,Non-Smoker
8441,Non-Smoker
8442,Non-Smoker
8443,Non-Smoker
8444,Non-Smoker
8445,Non-Smoker
8446,Non-Smoker
8447,Non-Smoker
8448,Smoker
8449,Non-Smoker
8450,Non-Smoker
8451,Non-Smoker
8452,Non-Smoker
8453,Non-Smoker
8454,Non-Smoker
8455,Non-Smoker
8456,Non-Smoker
8457,Non-Smoker
8458,Non-Smoker
8459,Non-Smoker
8460,Smoker
8461,Non-Smoker
8462,Non-Smoker
8463,Non-Smoker
8464,Non-Smoker
8465,Smoker
8466,Smoker
8467,Non-Smoker
8468,Non-Smoker
8469,Non-Smoker
8470,Non-Smoker
8471,Non-Smoker
8472,Non-Smoker
8473,Non-Smoker
8474,Non-Smoker
8475,Non-Smoker
8476,Non-Smoker
8477,Non-Smoker
8478,Non-Smoker
8479,Non-Smoker
8480,Non-Smoker
8481,Non-Smoker
8482,Non-Smoker
8483,Non-Smoker
8484,Non-Smoker
8485,Non-Smoker
8486,Non-Smoker
8487,Non-Smoker
8488,Non-Smoker
8489,Non-Smoker
8490,Non-Smoker
8491,Non-Smoker
8492,Non-Smoker
8493,Smoker
8494,Non-Smoker
8495,Non-Smoker
8496,Non-Smoker
8497,Non-Smoker
8498,Smoker
8499,Non-Smoker
8500,Non-Smoker
8501,Non-Smoker
8502,Non-Smoker
8503,Non-Smoker
8504,Smoker
8505,Non-Smoker
8506,Non-Smoker
8507,Non-Smoker
8508,Non-Smoker
8509,Non-Smoker
8510,Non-Smoker
8511,Non-Smoker
8512,Smoker
8513,Non-Smoker
8514,Non-Smoker
8515,Non-Smoker
8516,Non-Smoker
8517,Non-Smoker
8518,Smoker
8519,Non-Smoker
8520,Smoker
8521,Non-Smoker
8522,Non-Smoker
8523,Non-Smoker
8524,Smoker
8525,Non-Smoker
8526,Non-Smoker
8527,Non-Smoker
8528,Non-Smoker
8529,Non-Smoker
8530,Smoker
8531,Non-Smoker
8532,Non-Smoker
8533,Non-Smoker
8534,Non-Smoker
8535,Non-Smoker
8536,Non-Smoker
8537,Non-Smoker
8538,Non-Smoker
8539,Non-Smoker
8540,Non-Smoker
8541,Non-Smoker
8542,Non-Smoker
8543,Smoker
8544,Non-Smoker
8545,Non-Smoker
8546,Non-Smoker
8547,Non-Smoker
8548,Non-Smoker
8549,Non-Smoker
8550,Non-Smoker
8551,Non-Smoker
8552,Non-Smoker
8553,Non-Smoker
8554,Non-Smoker
8555,Non-Smoker
8556,Non-Smoker
8557,Smoker
8558,Non-Smoker
8559,Non-Smoker
8560,Non-Smoker
8561,Non-Smoker
8562,Non-Smoker
8563,Non-Smoker
8564,Non-Smoker
8565,Non-Smoker
8566,Non-Smoker
8567,Non-Smoker
8568,Smoker
8569,Non-Smoker
8570,Non-Smoker
8571,Non-Smoker
8572,Non-Smoker
8573,Non-Smoker
8574,Non-Smoker
8575,Non-Smoker
8576,Smoker
8577,Non-Smoker
8578,Smoker
8579,Non-Smoker
8580,Non-Smoker
8581,Non-Smoker
8582,Non-Smoker
8583,Non-Smoker
8584,Smoker
8585,Non-Smoker
8586,Non-Smoker
8587,Non-Smoker
8588,Non-Smoker
8589,Non-Smoker
8590,Non-Smoker
8591,Non-Smoker
8592,Non-Smoker
8593,Non-Smoker
8594,Non-Smoker
8595,Non-Smoker
8596,Non-Smoker
8597,Non-Smoker
8598,Non-Smoker
8599,Non-Smoker
8600,Non-Smoker
8601,Non-Smoker
8602,Non-Smoker
8603,Non-Smoker
8604,Non-Smoker
8605,Non-Smoker
8606,Non-Smoker
8607,Non-Smoker
8608,Non-Smoker
8609,Non-Smoker
8610,Non-Smoker
8611,Non-Smoker
8612,Smoker
8613,Non-Smoker
8614,Non-Smoker
8615,Non-Smoker
8616,Non-Smoker
8617,Non-Smoker
8618,Non-Smoker
8619,Smoker
8620,Non-Smoker
8621,Non-Smoker
8622,Non-Smoker
8623,Non-Smoker
8624,Non-Smoker
8625,Non-Smoker
8626,Non-Smoker
8627,Non-Smoker
8628,Non-Smoker
8629,Non-Smoker
8630,Non-Smoker
8631,Non-Smoker
8632,Smoker
8633,Non-Smoker
8634,Non-Smoker
8635,Smoker
8636,Non-Smoker
8637,Non-Smoker
8638,Non-Smoker
8639,Non-Smoker
8640,Smoker
8641,Non-Smoker
8642,Non-Smoker
8643,Non-Smoker
8644,Non-Smoker
8645,Non-Smoker
8646,Non-Smoker
8647,Non-Smoker
8648,Non-Smoker
8649,Non-Smoker
8650,Non-Smoker
8651,Smoker
8652,Non-Smoker
8653,Non-Smoker
8654,Non-Smoker
8655,Smoker
8656,Non-Smoker
8657,Non-Smoker
8658,Non-Smoker
8659,Non-Smoker
8660,Non-Smoker
8661,Non-Smoker
8662,Smoker
8663,Non-Smoker
8664,Non-Smoker
8665,Non-Smoker
8666,Smoker
8667,Non-Smoker
8668,Non-Smoker
8669,Smoker
8670,Non-Smoker
8671,Non-Smoker
8672,Non-Smoker
8673,Non-Smoker
8674,Non-Smoker
8675,Non-Smoker
8676,Non-Smoker
8677,Non-Smoker
8678,Non-Smoker
8679,Non-Smoker
8680,Non-Smoker
8681,Non-Smoker
8682,Non-Smoker
8683,Smoker
8684,Non-Smoker
8685,Non-Smoker
8686,Non-Smoker
8687,Non-Smoker
8688,Non-Smoker
8689,Non-Smoker
8690,Non-Smoker
8691,Non-Smoker
8692,Non-Smoker
8693,Non-Smoker
8694,Non-Smoker
8695,Non-Smoker
8696,Non-Smoker
8697,Non-Smoker
8698,Non-Smoker
8699,Non-Smoker
8700,Non-Smoker
8701,Non-Smoker
8702,Non-Smoker
8703,Non-Smoker
8704,Non-Smoker
8705,Non-Smoker
8706,Smoker
8707,Non-Smoker
8708,Non-Smoker
8709,Non-Smoker
8710,Non-Smoker
8711,Non-Smoker
8712,Smoker
8713,Non-Smoker
8714,Non-Smoker
8715,Non-Smoker
8716,Smoker
8717,Non-Smoker
8718,Non-Smoker
8719,Non-Smoker
8720,Smoker
8721,Non-Smoker
8722,Non-Smoker
8723,Non-Smoker
8724,Smoker
8725,Non-Smoker
8726,Non-Smoker
8727,Non-Smoker
8728,Non-Smoker
8729,Non-Smoker
8730,Non-Smoker
8731,Non-Smoker
8732,Non-Smoker
8733,Non-Smoker
8734,Non-Smoker
8735,Non-Smoker
8736,Non-Smoker
8737,Non-Smoker
8738,Non-Smoker
8739,Non-Smoker
8740,Non-Smoker
8741,Non-Smoker
8742,Non-Smoker
8743,Non-Smoker
8744,Non-Smoker
8745,Non-Smoker
8746,Non-Smoker
8747,Non-Smoker
8748,Smoker
8749,Non-Smoker
8750,Non-Smoker
8751,Non-Smoker
8752,Non-Smoker
8753,Non-Smoker
8754,Non-Smoker
8755,Non-Smoker
8756,Non-Smoker
8757,Non-Smoker
8758,Non-Smoker
8759,Non-Smoker
8760,Non-Smoker
8761,Non-Smoker
8762,Non-Smoker
8763,Non-Smoker
8764,Non-Smoker
8765,Non-Smoker
8766,Non-Smoker
8767,Non-Smoker
8768,Non-Smoker
8769,Smoker
8770,Non-Smoker
8771,Smoker
8772,Non-Smoker
8773,Non-Smoker
8774,Non-Smoker
8775,Non-Smoker
8776,Non-Smoker
8777,Non-Smoker
8778,Smoker
8779,Non-Smoker
8780,Non-Smoker
8781,Non-Smoker
8782,Non-Smoker
8783,Non-Smoker
8784,Smoker
8785,Non-Smoker
8786,Non-Smoker
8787,Non-Smoker
8788,Smoker
8789,Non-Smoker
8790,Non-Smoker
8791,Non-Smoker
8792,Non-Smoker
8793,Non-Smoker
8794,Non-Smoker
8795,Non-Smoker
8796,Smoker
8797,Non-Smoker
8798,Non-Smoker
8799,Non-Smoker
8800,Smoker
8801,Non-Smoker
8802,Non-Smoker
8803,Non-Smoker
8804,Non-Smoker
8805,Non-Smoker
8806,Non-Smoker
8807,Smoker
8808,Non-Smoker
8809,Non-Smoker
8810,Non-Smoker
8811,Non-Smoker
8812,Non-Smoker
8813,Non-Smoker
8814,Non-Smoker
8815,Non-Smoker
8816,Non-Smoker
8817,Non-Smoker
8818,Non-Smoker
8819,Non-Smoker
8820,Non-Smoker
8821,Non-Smoker
8822,Non-Smoker
8823,Non-Smoker
8824,Non-Smoker
8825,Non-Smoker
8826,Non-Smoker
8827,Non-Smoker
8828,Smoker
8829,Non-Smoker
8830,Non-Smoker
8831,Smoker
8832,Non-Smoker
8833,Non-Smoker
8834,Non-Smoker
8835,Non-Smoker
8836,Non-Smoker
8837,Non-Smoker
8838,Non-Smoker
8839,Non-Smoker
8840,Non-Smoker
8841,Non-Smoker
8842,Non-Smoker
8843,Non-Smoker
8844,Smoker
8845,Non-Smoker
8846,Non-Smoker
8847,Non-Smoker
8848,Non-Smoker
8849,Non-Smoker
8850,Non-Smoker
8851,Non-Smoker
8852,Smoker
8853,Non-Smoker
8854,Non-Smoker
8855,Non-Smoker
8856,Non-Smoker
8857,Non-Smoker
8858,Non-Smoker
8859,Non-Smoker
8860,Non-Smoker
8861,Non-Smoker
8862,Smoker
8863,Non-Smoker
8864,Non-Smoker
8865,Non-Smoker
8866,Non-Smoker
8867,Non-Smoker
8868,Non-Smoker
8869,Non-Smoker
8870,Non-Smoker
8871,Non-Smoker
8872,Non-Smoker
8873,Non-Smoker
8874,Non-Smoker
8875,Non-Smoker
8876,Non-Smoker
8877,Non-Smoker
8878,Non-Smoker
8879,Smoker
8880,Smoker
8881,Non-Smoker
8882,Non-Smoker
8883,Non-Smoker
8884,Smoker
8885,Non-Smoker
8886,Non-Smoker
8887,Non-Smoker
8888,Non-Smoker
8889,Smoker
8890,Non-Smoker
8891,Smoker
8892,Non-Smoker
8893,Non-Smoker
8894,Smoker
8895,Non-Smoker
8896,Smoker
8897,Non-Smoker
8898,Non-Smoker
8899,Non-Smoker
8900,Non-Smoker
8901,Non-Smoker
8902,Non-Smoker
8903,Non-Smoker
8904,Non-Smoker
8905,Non-Smoker
8906,Non-Smoker
8907,Non-Smoker
8908,Non-Smoker
8909,Non-Smoker
8910,Non-Smoker
8911,Non-Smoker
8912,Non-Smoker
8913,Non-Smoker
8914,Non-Smoker
8915,Smoker
8916,Non-Smoker
8917,Non-Smoker
8918,Non-Smoker
8919,Non-Smoker
8920,Non-Smoker
8921,Non-Smoker
8922,Smoker
8923,Non-Smoker
8924,Non-Smoker
8925,Non-Smoker
8926,Non-Smoker
8927,Non-Smoker
8928,Non-Smoker
8929,Non-Smoker
8930,Non-Smoker
8931,Non-Smoker
8932,Non-Smoker
8933,Non-Smoker
8934,Non-Smoker
8935,Non-Smoker
8936,Non-Smoker
8937,Non-Smoker
8938,Non-Smoker
8939,Non-Smoker
8940,Non-Smoker
8941,Non-Smoker
8942,Non-Smoker
8943,Non-Smoker
8944,Non-Smoker
8945,Non-Smoker
8946,Non-Smoker
8947,Non-Smoker
8948,Non-Smoker
8949,Non-Smoker
8950,Non-Smoker
8951,Non-Smoker
8952,Non-Smoker
8953,Non-Smoker
8954,Non-Smoker
8955,Non-Smoker
8956,Non-Smoker
8957,Non-Smoker
8958,Non-Smoker
8959,Non-Smoker
8960,Non-Smoker
8961,Non-Smoker
8962,Non-Smoker
8963,Non-Smoker
8964,Non-Smoker
8965,Non-Smoker
8966,Non-Smoker
8967,Smoker
8968,Non-Smoker
8969,Non-Smoker
8970,Smoker
8971,Non-Smoker
8972,Non-Smoker
8973,Non-Smoker
8974,Smoker
8975,Non-Smoker
8976,Non-Smoker
8977,Non-Smoker
8978,Non-Smoker
8979,Non-Smoker
8980,Non-Smoker
8981,Non-Smoker
8982,Non-Smoker
8983,Non-Smoker
8984,Smoker
8985,Non-Smoker
8986,Smoker
8987,Non-Smoker
8988,Non-Smoker
8989,Non-Smoker
8990,Smoker
8991,Non-Smoker
8992,Non-Smoker
8993,Non-Smoker
8994,Smoker
8995,Non-Smoker
8996,Non-Smoker
8997,Non-Smoker
8998,Smoker
8999,Smoker
9000,Smoker
9001,Non-Smoker
9002,Non-Smoker
9003,Non-Smoker
9004,Non-Smoker
9005,Non-Smoker
9006,Non-Smoker
9007,Non-Smoker
9008,Non-Smoker
9009,Non-Smoker
9010,Non-Smoker
9011,Non-Smoker
9012,Non-Smoker
9013,Non-Smoker
9014,Non-Smoker
9015,Non-Smoker
9016,Non-Smoker
9017,Non-Smoker
9018,Non-Smoker
9019,Non-Smoker
9020,Smoker
9021,Non-Smoker
9022,Non-Smoker
9023,Smoker
9024,Non-Smoker
9025,Non-Smoker
9026,Non-Smoker
9027,Non-Smoker
9028,Non-Smoker
9029,Non-Smoker
9030,Non-Smoker
9031,Non-Smoker
9032,Non-Smoker
9033,Non-Smoker
9034,Non-Smoker
9035,Smoker
9036,Non-Smoker
9037,Non-Smoker
9038,Non-Smoker
9039,Smoker
9040,Non-Smoker
9041,Non-Smoker
9042,Non-Smoker
9043,Non-Smoker
9044,Non-Smoker
9045,Non-Smoker
9046,Non-Smoker
9047,Non-Smoker
9048,Non-Smoker
9049,Non-Smoker
9050,Non-Smoker
9051,Non-Smoker
9052,Non-Smoker
9053,Non-Smoker
9054,Non-Smoker
9055,Non-Smoker
9056,Smoker
9057,Non-Smoker
9058,Non-Smoker
9059,Non-Smoker
9060,Non-Smoker
9061,Non-Smoker
9062,Non-Smoker
9063,Non-Smoker
9064,Non-Smoker
9065,Non-Smoker
9066,Non-Smoker
9067,Non-Smoker
9068,Smoker
9069,Non-Smoker
9070,Non-Smoker
9071,Non-Smoker
9072,Non-Smoker
9073,Non-Smoker
9074,Non-Smoker
9075,Non-Smoker
9076,Non-Smoker
9077,Non-Smoker
9078,Non-Smoker
9079,Non-Smoker
9080,Non-Smoker
9081,Non-Smoker
9082,Non-Smoker
9083,Non-Smoker
9084,Non-Smoker
9085,Non-Smoker
9086,Non-Smoker
9087,Non-Smoker
9088,Non-Smoker
9089,Non-Smoker
9090,Non-Smoker
9091,Non-Smoker
9092,Non-Smoker
9093,Smoker
9094,Non-Smoker
9095,Non-Smoker
9096,Non-Smoker
9097,Non-Smoker
9098,Non-Smoker
9099,Smoker
9100,Non-Smoker
9101,Smoker
9102,Non-Smoker
9103,Non-Smoker
9104,Smoker
9105,Non-Smoker
9106,Non-Smoker
9107,Non-Smoker
9108,Non-Smoker
9109,Non-Smoker
9110,Non-Smoker
9111,Non-Smoker
9112,Non-Smoker
9113,Non-Smoker
9114,Non-Smoker
9115,Non-Smoker
9116,Non-Smoker
9117,Non-Smoker
9118,Non-Smoker
9119,Non-Smoker
9120,Non-Smoker
9121,Non-Smoker
9122,Non-Smoker
9123,Non-Smoker
9124,Non-Smoker
9125,Smoker
9126,Non-Smoker
9127,Non-Smoker
9128,Non-Smoker
9129,Non-Smoker
9130,Non-Smoker
9131,Non-Smoker
9132,Non-Smoker
9133,Non-Smoker
9134,Non-Smoker
9135,Non-Smoker
9136,Non-Smoker
9137,Non-Smoker
9138,Non-Smoker
9139,Non-Smoker
9140,Non-Smoker
9141,Non-Smoker
9142,Non-Smoker
9143,Non-Smoker
9144,Non-Smoker
9145,Non-Smoker
9146,Non-Smoker
9147,Non-Smoker
9148,Non-Smoker
9149,Non-Smoker
9150,Non-Smoker
9151,Non-Smoker
9152,Non-Smoker
9153,Non-Smoker
9154,Non-Smoker
9155,Non-Smoker
9156,Non-Smoker
9157,Non-Smoker
9158,Non-Smoker
9159,Non-Smoker
9160,Non-Smoker
9161,Non-Smoker
9162,Smoker
9163,Non-Smoker
9164,Non-Smoker
9165,Non-Smoker
9166,Non-Smoker
9167,Non-Smoker
9168,Smoker
9169,Non-Smoker
9170,Non-Smoker
9171,Non-Smoker
9172,Non-Smoker
9173,Non-Smoker
9174,Non-Smoker
9175,Non-Smoker
9176,Non-Smoker
9177,Non-Smoker
9178,Non-Smoker
9179,Non-Smoker
9180,Non-Smoker
9181,Non-Smoker
9182,Non-Smoker
9183,Non-Smoker
9184,Non-Smoker
9185,Non-Smoker
9186,Non-Smoker
9187,Non-Smoker
9188,Non-Smoker
9189,Non-Smoker
9190,Non-Smoker
9191,Non-Smoker
9192,Non-Smoker
9193,Smoker
9194,Non-Smoker
9195,Non-Smoker
9196,Non-Smoker
9197,Non-Smoker
9198,Non-Smoker
9199,Non-Smoker
9200,Non-Smoker
9201,Non-Smoker
9202,Non-Smoker
9203,Non-Smoker
9204,Non-Smoker
9205,Non-Smoker
9206,Non-Smoker
9207,Non-Smoker
9208,Non-Smoker
9209,Non-Smoker
9210,Non-Smoker
9211,Non-Smoker
9212,Non-Smoker
9213,Non-Smoker
9214,Non-Smoker
9215,Non-Smoker
9216,Non-Smoker
9217,Non-Smoker
9218,Non-Smoker
9219,Smoker
9220,Non-Smoker
9221,Non-Smoker
9222,Smoker
9223,Non-Smoker
9224,Non-Smoker
9225,Non-Smoker
9226,Smoker
9227,Non-Smoker
9228,Non-Smoker
9229,Non-Smoker
9230,Non-Smoker
9231,Smoker
9232,Non-Smoker
9233,Non-Smoker
9234,Non-Smoker
9235,Non-Smoker
9236,Non-Smoker
9237,Non-Smoker
9238,Non-Smoker
9239,Non-Smoker
9240,Non-Smoker
9241,Non-Smoker
9242,Non-Smoker
9243,Non-Smoker
9244,Non-Smoker
9245,Non-Smoker
9246,Smoker
9247,Non-Smoker
9248,Non-Smoker
9249,Non-Smoker
9250,Non-Smoker
9251,Non-Smoker
9252,Non-Smoker
9253,Smoker
9254,Non-Smoker
9255,Non-Smoker
9256,Non-Smoker
9257,Smoker
9258,Non-Smoker
9259,Non-Smoker
9260,Non-Smoker
9261,Non-Smoker
9262,Non-Smoker
9263,Non-Smoker
9264,Non-Smoker
9265,Non-Smoker
9266,Non-Smoker
9267,Non-Smoker
9268,Non-Smoker
9269,Non-Smoker
9270,Non-Smoker
9271,Non-Smoker
9272,Non-Smoker
9273,Non-Smoker
9274,Smoker
9275,Smoker
9276,Non-Smoker
9277,Non-Smoker
9278,Non-Smoker
9279,Non-Smoker
9280,Non-Smoker
9281,Non-Smoker
9282,Non-Smoker
9283,Non-Smoker
9284,Non-Smoker
9285,Non-Smoker
9286,Non-Smoker
9287,Non-Smoker
9288,Non-Smoker
9289,Non-Smoker
9290,Smoker
9291,Non-Smoker
9292,Non-Smoker
9293,Non-Smoker
9294,Non-Smoker
9295,Non-Smoker
9296,Non-Smoker
9297,Non-Smoker
9298,Non-Smoker
9299,Non-Smoker
9300,Non-Smoker
9301,Non-Smoker
9302,Non-Smoker
9303,Non-Smoker
9304,Non-Smoker
9305,Non-Smoker
9306,Non-Smoker
9307,Non-Smoker
9308,Non-Smoker
9309,Non-Smoker
9310,Non-Smoker
9311,Non-Smoker
9312,Non-Smoker
9313,Non-Smoker
9314,Non-Smoker
9315,Non-Smoker
9316,Non-Smoker
9317,Non-Smoker
9318,Non-Smoker
9319,Non-Smoker
9320,Non-Smoker
9321,Non-Smoker
9322,Non-Smoker
9323,Smoker
9324,Non-Smoker
9325,Non-Smoker
9326,Non-Smoker
9327,Non-Smoker
9328,Non-Smoker
9329,Non-Smoker
9330,Non-Smoker
9331,Non-Smoker
9332,Non-Smoker
9333,Non-Smoker
9334,Non-Smoker
9335,Non-Smoker
9336,Non-Smoker
9337,Non-Smoker
9338,Smoker
9339,Non-Smoker
9340,Non-Smoker
9341,Non-Smoker
9342,Non-Smoker
9343,Non-Smoker
9344,Non-Smoker
9345,Smoker
9346,Non-Smoker
9347,Non-Smoker
9348,Smoker
9349,Non-Smoker
9350,Non-Smoker
9351,Non-Smoker
9352,Non-Smoker
9353,Non-Smoker
9354,Non-Smoker
9355,Non-Smoker
9356,Non-Smoker
9357,Non-Smoker
9358,Non-Smoker
9359,Smoker
9360,Non-Smoker
9361,Non-Smoker
9362,Smoker
9363,Non-Smoker
9364,Non-Smoker
9365,Non-Smoker
9366,Non-Smoker
9367,Non-Smoker
9368,Non-Smoker
9369,Non-Smoker
9370,Non-Smoker
9371,Non-Smoker
9372,Non-Smoker
9373,Non-Smoker
9374,Non-Smoker
9375,Non-Smoker
9376,Non-Smoker
9377,Non-Smoker
9378,Smoker
9379,Non-Smoker
9380,Non-Smoker
9381,Non-Smoker
9382,Smoker
9383,Smoker
9384,Non-Smoker
9385,Non-Smoker
9386,Non-Smoker
9387,Non-Smoker
9388,Non-Smoker
9389,Non-Smoker
9390,Non-Smoker
9391,Non-Smoker
9392,Non-Smoker
9393,Non-Smoker
9394,Non-Smoker
9395,Non-Smoker
9396,Non-Smoker
9397,Non-Smoker
9398,Non-Smoker
9399,Non-Smoker
9400,Non-Smoker
9401,Non-Smoker
9402,Non-Smoker
9403,Non-Smoker
9404,Non-Smoker
9405,Non-Smoker
9406,Non-Smoker
9407,Non-Smoker
9408,Non-Smoker
9409,Non-Smoker
9410,Non-Smoker
9411,Non-Smoker
9412,Non-Smoker
9413,Non-Smoker
9414,Non-Smoker
9415,Non-Smoker
9416,Non-Smoker
9417,Non-Smoker
9418,Non-Smoker
9419,Non-Smoker
9420,Non-Smoker
9421,Non-Smoker
9422,Non-Smoker
9423,Smoker
9424,Smoker
9425,Smoker
9426,Non-Smoker
9427,Non-Smoker
9428,Non-Smoker
9429,Non-Smoker
9430,Non-Smoker
9431,Non-Smoker
9432,Non-Smoker
9433,Non-Smoker
9434,Non-Smoker
9435,Non-Smoker
9436,Non-Smoker
9437,Non-Smoker
9438,Non-Smoker
9439,Non-Smoker
9440,Smoker
9441,Non-Smoker
9442,Non-Smoker
9443,Non-Smoker
9444,Non-Smoker
9445,Smoker
9446,Non-Smoker
9447,Non-Smoker
9448,Smoker
9449,Non-Smoker
9450,Non-Smoker
9451,Non-Smoker
9452,Non-Smoker
9453,Non-Smoker
9454,Non-Smoker
9455,Non-Smoker
9456,Non-Smoker
9457,Non-Smoker
9458,Non-Smoker
9459,Non-Smoker
9460,Non-Smoker
9461,Non-Smoker
9462,Non-Smoker
9463,Non-Smoker
9464,Non-Smoker
9465,Non-Smoker
9466,Non-Smoker
9467,Non-Smoker
9468,Non-Smoker
9469,Non-Smoker
9470,Non-Smoker
9471,Non-Smoker
9472,Non-Smoker
9473,Non-Smoker
9474,Non-Smoker
9475,Non-Smoker
9476,Non-Smoker
9477,Smoker
9478,Smoker
9479,Non-Smoker
9480,Non-Smoker
9481,Non-Smoker
9482,Non-Smoker
9483,Non-Smoker
9484,Smoker
9485,Non-Smoker
9486,Non-Smoker
9487,Non-Smoker
9488,Non-Smoker
9489,Non-Smoker
9490,Non-Smoker
9491,Non-Smoker
9492,Non-Smoker
9493,Non-Smoker
9494,Non-Smoker
9495,Non-Smoker
9496,Non-Smoker
9497,Non-Smoker
9498,Non-Smoker
9499,Non-Smoker
9500,Non-Smoker
9501,Non-Smoker
9502,Non-Smoker
9503,Non-Smoker
9504,Non-Smoker
9505,Non-Smoker
9506,Non-Smoker
9507,Non-Smoker
9508,Smoker
9509,Non-Smoker
9510,Non-Smoker
9511,Smoker
9512,Non-Smoker
9513,Non-Smoker
9514,Smoker
9515,Smoker
9516,Non-Smoker
9517,Non-Smoker
9518,Non-Smoker
9519,Non-Smoker
9520,Non-Smoker
9521,Non-Smoker
9522,Non-Smoker
9523,Non-Smoker
9524,Non-Smoker
9525,Non-Smoker
9526,Non-Smoker
9527,Non-Smoker
9528,Non-Smoker
9529,Non-Smoker
9530,Non-Smoker
9531,Non-Smoker
9532,Non-Smoker
9533,Non-Smoker
9534,Non-Smoker
9535,Non-Smoker
9536,Non-Smoker
9537,Non-Smoker
9538,Non-Smoker
9539,Smoker
9540,Non-Smoker
9541,Smoker
9542,Non-Smoker
9543,Non-Smoker
9544,Non-Smoker
9545,Non-Smoker
9546,Smoker
9547,Smoker
9548,Smoker
9549,Non-Smoker
9550,Non-Smoker
9551,Non-Smoker
9552,Non-Smoker
9553,Non-Smoker
9554,Non-Smoker
9555,Non-Smoker
9556,Non-Smoker
9557,Non-Smoker
9558,Non-Smoker
9559,Non-Smoker
9560,Non-Smoker
9561,Non-Smoker
9562,Non-Smoker
9563,Non-Smoker
9564,Non-Smoker
9565,Non-Smoker
9566,Non-Smoker
9567,Non-Smoker
9568,Non-Smoker
9569,Non-Smoker
9570,Non-Smoker
9571,Non-Smoker
9572,Non-Smoker
9573,Non-Smoker
9574,Non-Smoker
9575,Smoker
9576,Non-Smoker
9577,Smoker
9578,Non-Smoker
9579,Non-Smoker
9580,Non-Smoker
9581,Non-Smoker
9582,Non-Smoker
9583,Non-Smoker
9584,Non-Smoker
9585,Non-Smoker
9586,Non-Smoker
9587,Non-Smoker
9588,Non-Smoker
9589,Non-Smoker
9590,Non-Smoker
9591,Non-Smoker
9592,Non-Smoker
9593,Non-Smoker
9594,Smoker
9595,Non-Smoker
9596,Non-Smoker
9597,Non-Smoker
9598,Non-Smoker
9599,Non-Smoker
9600,Non-Smoker
9601,Non-Smoker
9602,Non-Smoker
9603,Non-Smoker
9604,Smoker
9605,Non-Smoker
9606,Non-Smoker
9607,Non-Smoker
9608,Non-Smoker
9609,Non-Smoker
9610,Non-Smoker
9611,Non-Smoker
9612,Non-Smoker
9613,Non-Smoker
9614,Smoker
9615,Non-Smoker
9616,Non-Smoker
9617,Non-Smoker
9618,Non-Smoker
9619,Non-Smoker
9620,Non-Smoker
9621,Non-Smoker
9622,Smoker
9623,Non-Smoker
9624,Non-Smoker
9625,Non-Smoker
9626,Non-Smoker
9627,Non-Smoker
9628,Non-Smoker
9629,Non-Smoker
9630,Smoker
9631,Non-Smoker
9632,Non-Smoker
9633,Smoker
9634,Non-Smoker
9635,Non-Smoker
9636,Non-Smoker
9637,Non-Smoker
9638,Non-Smoker
9639,Non-Smoker
9640,Non-Smoker
9641,Non-Smoker
9642,Non-Smoker
9643,Non-Smoker
9644,Smoker
9645,Non-Smoker
9646,Non-Smoker
9647,Non-Smoker
9648,Non-Smoker
9649,Non-Smoker
9650,Non-Smoker
9651,Non-Smoker
9652,Non-Smoker
9653,Smoker
9654,Non-Smoker
9655,Non-Smoker
9656,Non-Smoker
9657,Smoker
9658,Non-Smoker
9659,Non-Smoker
9660,Non-Smoker
9661,Non-Smoker
9662,Non-Smoker
9663,Non-Smoker
9664,Non-Smoker
9665,Non-Smoker
9666,Non-Smoker
9667,Smoker
9668,Non-Smoker
9669,Non-Smoker
9670,Smoker
9671,Non-Smoker
